"evidence_id","title","category","authority","source_type","document_date","effective_date","expiry_date","completeness","text_status","source_url","accessed_date","local_path","pages","sha256","trust_tier","notes"
"GJ-POW-2026-007","Gujarat Integrated Renewable Energy Policy 2025 and Gujarat Renewable Energy Policy 2023 index","power","Government of Gujarat, Energy and Petrochemicals Department","official policy index webpage","2026-07-17","","","full page capture","HTML text","https://guj-epd.gujarat.gov.in/Home/GujaratREPolicy","2026-07-20","evidence/power/GJ-POW-2026-007__gujarat-renewable-policy-index.html","","6d9d237756e0acdc6b021fd66846869670a6145a3008e576bd3abf8770499e9b","2","Canonical department index; highlights continuity for projects sanctioned under the 2023 policy and links the 2025 and 2023 PDFs. Both downloads were re-fetched and are byte-identical to GJ-POW-2025-004 and GJ-POW-2023-001."
"GJ-LAND-2021-001","DICDL Form 3 draft allotment letter","land-and-approvals","Dholera Industrial City Development Limited","official land-allotment form template","","","","full","embedded text","https://dholera.gujarat.gov.in/web/document/download?field=file&filename_field=Form-3.pdf&id=28&model=website.documents","2026-07-20","evidence/land-and-approvals/GJ-LAND-2021-001__dicdl-draft-allotment-letter.pdf","2","08efab91f955b6bd84f8393f295f7e04a2788fe72961b2e903ca16dc62fa7ba6","2","Blank process template. Requires plot number, zone, TP scheme, use, area and price; does not evidence an allotment to L&T Vyoma. PDF metadata is dated 13/10/2021."
"GJ-LAND-2021-002","DICDL Form 4 draft lease deed","land-and-approvals","Dholera Industrial City Development Limited","official lease-deed template","","","","full","embedded text","https://dholera.gujarat.gov.in/web/document/download?field=file&filename_field=Form-4.pdf&id=29&model=website.documents","2026-07-20","evidence/land-and-approvals/GJ-LAND-2021-002__dicdl-draft-lease-deed.pdf","20","ff2c95b639fb828e615d6615b8cff070671dd29c9fc39b746b7ed75854d3b58e","2","Blank process template; establishes lease framework and lessee obligations, not an executed L&T Vyoma land right. PDF metadata is dated 13/10/2021 and deed template language references 2016."
"GJ-LAND-2025-001","DSIRDA Form C application for development permission","land-and-approvals","Dholera Special Investment Regional Development Authority","official development-permission application form","","","","full","embedded text","https://dholera.gujarat.gov.in/web/document/download?field=file&filename_field=Form+no.+C.pdf&id=172&model=website.documents","2026-07-20","evidence/land-and-approvals/GJ-LAND-2025-001__dsirda-development-permission-form-c.pdf","5","0b520ecafc13840765aa099d6b514030a562f906b5fe15e7cea4770470d39475","2","Blank statutory application under the GSIR Act 2009 and GTPUD Act 1976. It identifies required project particulars but is not a project approval. PDF metadata is dated 01/07/2025."
"GJ-LAND-2026-004","Dholera planning and development-permission index","land-and-approvals","Dholera Industrial City Development Limited / DSIRDA","official planning webpage","2026-07-07","","","full page capture","HTML text","https://dholera.gujarat.gov.in/planning","2026-07-20","evidence/land-and-approvals/GJ-LAND-2026-004__dholera-planning-approval-index.html","","f48474c95bb3e575e65535e0e985404685d74f6e4e9a0e2fde4d3d2c7845fcde","2","Current landing page for development-permission forms and DP/BU checklists. The archived page shows Last Updated 07/07/2026, superseding the 23/01/2026 date in the supplied research report."
"GJ-LAND-2026-005","Gujarat Fire Safety Compliance Portal","land-and-approvals","Government of Gujarat, Urban Development and Urban Housing Department","official fire-safety portal","2026-07-03","","","full page capture","HTML text","https://gujfiresafetycop.in/","2026-07-20","evidence/land-and-approvals/GJ-LAND-2026-005__gujarat-fire-safety-cop-portal.html","","109b12e090d0da21e6a27db03a15bdd2ef3dc5da8f17bfc201f6fcae37c2f9bc","2","Authoritative portal for Fire Safety Plan Approval, Fire Safety Certificate Approval and renewal. No project-specific L&T Vyoma certificate is established by this capture."
"GJ-LAND-2026-006","Gujarat citizen fire-safety services portal","land-and-approvals","Government of Gujarat, Urban Development and Urban Housing Department","official online-service portal","2026-07-02","","","full page capture","HTML text","https://fscop.gujfiresafetycop.in/","2026-07-20","evidence/land-and-approvals/GJ-LAND-2026-006__gujarat-fire-services-portal.html","","c9ee93a94ba4b75f0d2effcf6126a9ea4f5781884ff87855e4f5cae9d7f43d89","2","Describes the paperless FSPA, FSCA and FSCR application workflow, status tracking, inspection and guidance resources. Does not expose a public L&T Vyoma certificate in this capture."
"GJ-WAT-2026-001","DICDL application for water supply","environment-and-water","Dholera Industrial City Development Limited","official water-connection form","","","","full","embedded text","https://dholera.gujarat.gov.in/web/document/download?field=file&filename_field=Application+Form+-+Water.pdf&id=198&model=website.documents","2026-07-20","evidence/environment-and-water/GJ-WAT-2026-001__dicdl-water-connection-application.pdf","5","f5ae20d5d5b45685b8956b224f4bf20d0501ecc1696690d2c8c01031b110cfb5","2","Blank application requiring plot, potable/recycled-water demand, GPCB-approved quantity, wastewater, source and connection details; no allocation to L&T Vyoma. PDF metadata is dated 21/02/2026."
"GJ-ENV-2014-001","Environmental clearance for development of Dholera Special Investment Region","environment-and-water","Government of India, Ministry of Environment, Forests and Climate Change","official environmental-clearance letter","2014-09-19","","","full","embedded text","https://environmentclearance.nic.in/writereaddata/Form-1A/EC/092220141EC_21-20-2011.pdf","2026-07-20","evidence/environment-and-water/GJ-ENV-2014-001__dsir-environmental-clearance.pdf","14","810a62ace851e890cc030b8422ac17233ff7416a692dff30f7d220f4157d34b9","1","DSIR-wide umbrella EC. Records the 950 MLD long-term water concept, CRZ restrictions, water-source NOCs and conditions for individual industrial units; does not itself clear an L&T Vyoma campus."
"GJ-ENV-2016-001","Transfer of environmental clearance for Dholera SIR","environment-and-water","Dholera Special Investment Regional Development Authority / Ministry of Environment, Forests and Climate Change","official EC-transfer correspondence","2016-08-09","","","full","image-only scan","https://environmentclearance.nic.in/writereaddata/modification/Amendment/Covering_Letter/14092016O94ZHX4OTransferEC.pdf","2026-07-20","evidence/environment-and-water/GJ-ENV-2016-001__dsir-environmental-clearance-transfer.pdf","2","5bb2a3fee4192b8a5cecad1a29059d364a29bbe5a2bedb79d6c7b136481e9bc2","1","Signed request/record concerning transfer of the DSIR umbrella EC from DMICDC to DSIRDA or the project SPV; not a project-specific data-centre clearance."
"GJ-ENV-2021-001","CRZ EAC minutes for Dholera solar-park proposal","environment-and-water","Government of India, Ministry of Environment, Forests and Climate Change, Expert Appraisal Committee","official committee minutes","2021-11-16","","","full","embedded text","https://environmentclearance.nic.in/writereaddata/Form-1A/Minutes/2311202129656266FInalCRZ280minutes.pdf","2026-07-20","evidence/environment-and-water/GJ-ENV-2021-001__dholera-solar-park-crz-minutes.pdf","14","59eb5bfdbaf9ed599876cc6566eeb5d3ea57d51253b45df8735e2ab36fb4b1b7","1","Dholera/CRZ risk-context evidence for a 3,400 MW Phase II solar proposal. It is not about L&T Vyoma and must not be treated as data-centre clearance."
"GJ-POW-2024-003","TPL-D Dholera true-up, MYT and tariff petition","power","Torrent Power Limited","regulated utility petition","2024-12-18","","","full","embedded text","https://www.torrentpower.com/public/pdf/regulatory/True%20up%2023-24%20and%20Tariff%20FY%2025-26%20for%20TPL-D%20%28Dholera%29.pdf","2026-07-20","evidence/power/GJ-POW-2024-003__tpl-dholera-myt-petition.pdf","144","570335b415ee2620337296a1663093527c86e5120be9b7da1fc447e124585fea","2","Case 2429/2024. Confirms TPL-D's Dholera distribution operation, 220 kV/33 kV/11 kV GIS energisation and network/load-growth planning; contains no L&T Vyoma load sanction."
"GJ-POW-2024-004","TPL-D Dholera MYT executive summary","power","Torrent Power Limited","regulated utility petition summary","2024-12-20","","","full","embedded text","https://www.torrentpower.com/public/pdf/regulatory/Executive%20Summary%20TPL-D%28DSIR%29%20for%20MYT%20Control%20Period-English_dholera.pdf","2026-07-20","evidence/power/GJ-POW-2024-004__tpl-dholera-myt-executive-summary.pdf","4","6e0e32611a5d3c6b81a7dd83268e073b09d1da3b157e68feb6b483f5a16f33b0","2","Readable summary of Case 2429/2024; records nascent operations, 1.61 MU FY2023-24 sales and proposed EHV/HT/LT capex. No project-specific data-centre connection."
"GJ-POW-2025-005","GERC MYT and FY2025-26 tariff order for TPL-D Dholera","power","Gujarat Electricity Regulatory Commission","regulatory tariff order","2025-07-08","","","full","embedded text; malformed object warnings but readable","https://www.torrentpower.com/public/pdf/regulatory/TPL-D-Dholera%202429%20of%202024-MYT%20Order.pdf","2026-07-20","evidence/power/GJ-POW-2025-005__tpl-dholera-myt-order-fy2025-26.pdf","41","a86a9b205beced3bfb4bfc37cf03c36d99a1dccfe04ef358e08f3f01d1a227b4","1","Case 2429/2024. Formal GERC order for truing-up, MYT ARR and FY2025-26 tariff; confirms the regulated Dholera supply area but not any L&T Vyoma connection or reserved capacity."
"GJ-PROJ-2025-001","NICDC Dholera Special Investment Region project page","projects-and-case-studies","National Industrial Corridor Development Corporation","official project webpage","2025-08-05","","","full page capture","server-rendered HTML text","https://nicdc.in/projects/4-projects-developed/dholera-special-investment-region-gujarat","2026-07-20","evidence/projects-and-case-studies/GJ-PROJ-2025-001__nicdc-dholera-project-page.html","","05f4bd44759ccc7ffb12d0d6a0a91434aa6f6fbb0cba5fe7c47f41ffb37721f6","2","Dated city-level readiness and indicative-rate evidence: Activation Area almost complete; land ₹2,750/sq m, power ₹5.80/unit, treated water ₹71/KL and recycled water ₹25/KL. Rates are not a project tariff, sanction or reservation."
"GJ-PROJ-2026-007","NICDC Delivery Monitoring Unit industrial-corridor report","projects-and-case-studies","National Industrial Corridor Development Corporation / DPIIT","official monitoring report","2026-06-30","","","full","embedded text","https://api.nicdc.in/upload/image/dmu-Report.pdf","2026-07-20","evidence/projects-and-case-studies/GJ-PROJ-2026-007__nicdc-delivery-monitoring-report.pdf","11","3e671d9687246fbf32ec153ecf2b322c8f703cdbcf0bc158510bbe9f1e0369f6","2","Reports Dholera Phase I trunk infrastructure complete and 300 MW of the 1,000 MW solar park commissioned. The separate road/power/water completion sentence on page 3 concerns another listed project and must not be misattributed to Dholera."
"GJ-CORP-2026-006","Larsen & Toubro Q4/FY26 earnings conference call transcript","companies-and-filings","Larsen & Toubro Limited","company investor transcript","2026-05-05","","","full","embedded text","https://investors.larsentoubro.com/upload/Analysttrans/FY2026AnalysttransL%26T%20Q4%20FY26%20Earnings%20Call%20Transcript.pdf","2026-07-20","evidence/companies-and-filings/GJ-CORP-2026-006__lt-q4-fy26-earnings-transcript.pdf","28","baaa3c37771436175b78cfa51934bfe4942673e8679f97ab68cbc018e92d4073","3","Pages 12 and 18-19 discuss about ₹10,000 crore of data-centre capital outlay, 200 MW over time and named locations Vizag, Bengaluru and Mumbai; Dholera is absent. Strong dated corporate evidence, not proof of cancellation."
"GJ-CORP-2025-002","L&T Annual Review data-centre and cloud-services page","companies-and-filings","Larsen & Toubro Limited","company annual-review webpage","2025","","","full page capture","HTML text","https://annualreview.larsentoubro.com/lt-datacenters.html","2026-07-20","evidence/companies-and-filings/GJ-CORP-2025-002__lt-annual-review-data-centres.html","","2b20dd0a3a8f0e72cc7ea7ae6083aa5da05e2485034efd360e6eb6a737808ba4","3","Official hyperscale roadmap shows Mahape and Bengaluru as feasibility completed and does not list Dholera. Dated negative evidence only; absence does not establish cancellation."
"GJ-POL-2026-003","Gujarat DST IT/ITeS policy index","policy-and-law","Government of Gujarat, Department of Science and Technology","official policy webpage","2026-06-25","","","full page capture","HTML shell / policy index","https://dst.gujarat.gov.in/Home/gjstateititespolicy","2026-07-20","evidence/policy-and-law/GJ-POL-2026-003__dst-it-ites-policy-index.html","","38bc4ce3a0248efdd3b59619369f4628aec6a8acac068e82e6a94a6de34dbe23","2","Current official policy landing page. The substantive 2022-27 policy, guidelines and amendments are separately archived; this page is not evidence of an L&T Vyoma incentive sanction."
"GJ-POL-2026-004","Gujarat DST Government Resolutions index","policy-and-law","Government of Gujarat, Department of Science and Technology","official government-resolution index webpage","2026-06-25","","","full page capture","HTML shell / dynamic index","https://dst.gujarat.gov.in/GovernmentResolutions","2026-07-20","evidence/policy-and-law/GJ-POL-2026-004__dst-government-resolutions-index.html","","b260e9b5cb48ef2d58a0ace91b5cf06f3ceb9f9de4c8cae47186376be6a49c09","2","Authoritative GR discovery index. Static capture does not expose a project-specific L&T Vyoma sanction; absence from an index capture is not proof that no non-public file exists."
